subscription_id,customer_id,plan_type,start_date,end_date,monthly_price
S222655,C000538,Enterprise,2022-12-29,,129.99
S961151,C000539,Pro,2024-02-03,2024-12-31,59.99
S153035,C000540,Pro,2023-01-31,,59.99
S716386,C000541,Pro,2024-01-28,,59.99
S851644,C000542,Basic,2024-05-27,2024-08-25,29.99
S426902,C000543,Pro,2024-12-30,,59.99
S389712,C000544,Basic,2022-02-04,,29.99
S360722,C000545,Basic,2022-02-08,,29.99
S286867,C000546,Enterprise,2022-12-12,2023-07-10,129.99
S665840,C000547,Basic,2023-09-27,,29.99
S319158,C000548,Basic,2024-03-22,,29.99
S512778,C000549,Enterprise,2023-04-28,,129.99
S874284,C000550,Basic,2024-06-24,,29.99
S350135,C000551,Enterprise,2023-05-01,,129.99
S960637,C000552,Enterprise,2024-02-14,,129.99
S518738,C000553,Enterprise,2022-02-19,,129.99
S758864,C000554,Enterprise,2022-12-22,,129.99
S122063,C000555,Enterprise,2022-01-29,,129.99
S258913,C000556,Enterprise,2022-09-30,2022-12-29,129.99
S737618,C000557,Pro,2022-11-23,2023-07-21,59.99
S194941,C000558,Enterprise,2023-05-06,,129.99
S825666,C000559,Pro,2023-06-06,,59.99
S729473,C000560,Pro,2024-07-12,,59.99
S857464,C000561,Basic,2022-03-11,2022-12-06,29.99
S238570,C000562,Basic,2022-04-02,2023-07-26,29.99
S734285,C000563,Basic,2023-04-10,2024-01-05,29.99
S376454,C000564,Pro,2024-11-12,,59.99
S631867,C000565,Basic,2023-12-30,,29.99
S905958,C000566,Basic,2023-12-19,,29.99
S144639,C000567,Pro,2022-10-03,,59.99
S734513,C000568,Enterprise,2024-11-21,,129.99
S144627,C000569,Enterprise,2022-11-14,,129.99
S143019,C000570,Enterprise,2024-05-29,,129.99
S223191,C000571,Enterprise,2022-03-02,,129.99
S745014,C000572,Enterprise,2022-07-15,,129.99
S979855,C000573,Basic,2024-05-21,,29.99
S826406,C000574,Enterprise,2022-06-06,,129.99
S395853,C000575,Enterprise,2022-06-12,,129.99
S309392,C000576,Basic,2022-08-22,2023-01-19,29.99
S252315,C000577,Enterprise,2024-03-04,,129.99
S205130,C000578,Pro,2024-05-12,,59.99
S663204,C000579,Basic,2023-09-15,,29.99
S454946,C000580,Pro,2024-02-11,,59.99
S459567,C000581,Enterprise,2024-09-15,,129.99
S518739,C000582,Basic,2024-10-19,,29.99
S790109,C000583,Basic,2023-05-03,,29.99
S722853,C000584,Basic,2024-11-04,,29.99
S409611,C000585,Enterprise,2022-05-18,2022-09-15,129.99
S253868,C000586,Pro,2023-07-28,2024-03-24,59.99
S729795,C000587,Basic,2024-09-06,2024-12-31,29.99
S599173,C000588,Pro,2022-11-02,2023-01-31,59.99
S481008,C000589,Pro,2024-09-10,,59.99
S603576,C000590,Enterprise,2022-07-25,2023-07-20,129.99
S928332,C000591,Enterprise,2023-06-06,,129.99
S657656,C000592,Basic,2024-09-09,,29.99
S811890,C000593,Enterprise,2024-06-15,,129.99
S771688,C000594,Basic,2023-07-31,,29.99
S565350,C000595,Basic,2023-07-25,,29.99
S509365,C000596,Basic,2023-05-30,,29.99
S864616,C000597,Enterprise,2024-02-05,2024-12-31,129.99
S541685,C000598,Basic,2022-06-26,2023-05-22,29.99
S528001,C000599,Pro,2024-09-03,2024-12-31,59.99
S527237,C000600,Basic,2024-11-30,,29.99
S442587,C000601,Basic,2023-05-17,,29.99
S704208,C000602,Enterprise,2023-03-29,,129.99
S480949,C000603,Pro,2022-09-02,2022-12-01,59.99
S885425,C000604,Basic,2024-10-15,2024-12-31,29.99
S875802,C000605,Pro,2022-04-11,,59.99
S117242,C000606,Enterprise,2023-06-25,,129.99
S609777,C000607,Basic,2022-09-02,,29.99
S570207,C000608,Enterprise,2023-03-03,,129.99
S507121,C000609,Basic,2022-09-03,,29.99
S446705,C000610,Enterprise,2022-03-21,2022-07-19,129.99
S347992,C000611,Basic,2022-01-12,,29.99
S515036,C000612,Basic,2022-05-11,,29.99
S488984,C000613,Basic,2022-05-19,2022-08-17,29.99
S866439,C000614,Basic,2024-04-07,,29.99
S772211,C000615,Enterprise,2023-01-27,,129.99
S378902,C000616,Basic,2024-10-16,2024-12-31,29.99
S671493,C000617,Basic,2024-07-13,,29.99
S111480,C000618,Enterprise,2024-06-04,,129.99
S145929,C000619,Basic,2023-08-29,,29.99
S161553,C000620,Enterprise,2024-02-18,2024-10-15,129.99
S770139,C000621,Enterprise,2023-06-24,,129.99
S482558,C000622,Basic,2022-10-25,,29.99
S737859,C000623,Basic,2023-09-18,,29.99
S265758,C000624,Pro,2024-05-15,,59.99
S904669,C000625,Enterprise,2024-09-03,,129.99
S489050,C000626,Pro,2024-10-02,,59.99
S829928,C000627,Enterprise,2023-02-26,,129.99
S999120,C000628,Enterprise,2023-05-02,2024-02-26,129.99
S780806,C000629,Basic,2024-06-19,,29.99
S143683,C000630,Basic,2023-01-08,,29.99
S851417,C000631,Basic,2024-12-21,,29.99
S145086,C000632,Enterprise,2024-11-16,,129.99
S585981,C000633,Basic,2022-12-11,,29.99
S409619,C000634,Pro,2024-02-27,2024-12-31,59.99
S370311,C000635,Enterprise,2024-08-24,,129.99
S719221,C000636,Pro,2022-09-16,,59.99
S434519,C000637,Basic,2023-03-24,,29.99
S683885,C000638,Pro,2024-03-10,,59.99
S827172,C000639,Enterprise,2023-07-09,,129.99
S336064,C000640,Pro,2023-06-30,2024-07-24,59.99
S230396,C000641,Enterprise,2023-12-04,,129.99
S853261,C000642,Enterprise,2024-05-07,2024-11-03,129.99
S508199,C000643,Enterprise,2023-01-12,,129.99
S655108,C000644,Pro,2023-12-20,2024-12-31,59.99
S979721,C000645,Basic,2024-05-18,,29.99
S446209,C000646,Pro,2022-07-30,,59.99
S264521,C000647,Pro,2024-10-31,,59.99
S932781,C000648,Basic,2024-03-22,,29.99
S256665,C000649,Enterprise,2023-02-26,,129.99
S746479,C000650,Basic,2023-02-16,,29.99
S430193,C000651,Pro,2023-08-07,,59.99
S498339,C000652,Enterprise,2024-06-01,,129.99
S951042,C000653,Basic,2023-07-31,,29.99
S950248,C000654,Pro,2023-01-07,,59.99
S424635,C000655,Pro,2024-05-05,2024-12-01,59.99
S131964,C000656,Enterprise,2024-11-06,,129.99
S410727,C000657,Pro,2022-10-06,,59.99
S771452,C000658,Pro,2022-08-18,,59.99
S542078,C000659,Basic,2023-07-03,,29.99
S237449,C000660,Pro,2024-04-04,,59.99
S938626,C000661,Basic,2024-07-13,,29.99
S628448,C000662,Basic,2022-05-31,,29.99
S492648,C000663,Pro,2022-03-04,2022-08-01,59.99
S171147,C000664,Basic,2023-12-26,2024-03-25,29.99
S543715,C000665,Pro,2022-04-08,2022-09-05,59.99
S431385,C000666,Pro,2024-12-31,2024-12-31,59.99
S463710,C000667,Pro,2024-01-27,,59.99
S491558,C000668,Enterprise,2022-09-26,2023-01-24,129.99
S368079,C000669,Basic,2024-11-21,,29.99
S319350,C000670,Pro,2022-10-25,,59.99
S442252,C000671,Basic,2024-10-25,,29.99
S159364,C000672,Pro,2024-11-07,2024-12-31,59.99
S377048,C000673,Enterprise,2023-10-16,,129.99
S483114,C000674,Enterprise,2024-01-02,,129.99
S813041,C000675,Basic,2024-03-01,,29.99
S711869,C000676,Pro,2024-10-29,2024-12-31,59.99
S857786,C000677,Basic,2022-06-13,,29.99
S700487,C000678,Pro,2024-10-09,,59.99
S895314,C000679,Enterprise,2024-07-04,,129.99
S650201,C000680,Enterprise,2024-05-06,,129.99
S657336,C000681,Enterprise,2024-01-04,,129.99
S879715,C000682,Pro,2022-11-06,,59.99
S853406,C000683,Pro,2024-09-07,,59.99
S325242,C000684,Pro,2023-02-03,,59.99
S507207,C000685,Pro,2023-12-18,,59.99
S346469,C000686,Basic,2022-07-05,,29.99
S437923,C000687,Basic,2024-06-24,,29.99
S618936,C000688,Enterprise,2025-01-07,,129.99
S515223,C000689,Pro,2022-02-12,2023-07-07,59.99
S492435,C000690,Enterprise,2023-09-01,,129.99
S151564,C000691,Enterprise,2024-12-20,,129.99
S882334,C000692,Basic,2024-06-08,,29.99
S988736,C000693,Enterprise,2024-07-07,,129.99
S668392,C000694,Pro,2024-09-15,2024-12-31,59.99
S997097,C000695,Pro,2022-05-28,,59.99
S773593,C000696,Basic,2024-12-23,,29.99
S294624,C000697,Basic,2023-11-17,,29.99
S553495,C000698,Basic,2022-03-19,2023-05-13,29.99
S327555,C000699,Pro,2023-07-12,,59.99
S957084,C000700,Basic,2023-12-07,,29.99
S323033,C000701,Basic,2024-11-19,2024-12-31,29.99
S320550,C000702,Enterprise,2022-06-08,,129.99
S403138,C000703,Enterprise,2023-10-23,2024-12-31,129.99
S687906,C000704,Pro,2023-01-25,2023-09-22,59.99
S351734,C000705,Basic,2022-11-06,,29.99
S513960,C000706,Basic,2023-04-17,,29.99
S747298,C000707,Pro,2022-01-11,,59.99
S295907,C000708,Enterprise,2022-09-28,,129.99
S560635,C000709,Pro,2023-01-18,,59.99
S348257,C000710,Pro,2024-06-16,,59.99
S843554,C000711,Enterprise,2023-07-25,,129.99
S855949,C000712,Basic,2022-02-11,,29.99
S454573,C000713,Enterprise,2024-11-20,,129.99
S149004,C000714,Enterprise,2022-07-01,,129.99
S819334,C000715,Basic,2022-10-02,,29.99
S703174,C000716,Basic,2022-04-27,,29.99
S822196,C000717,Basic,2022-02-03,,29.99
S746811,C000718,Basic,2022-02-10,2023-06-05,29.99
S898118,C000719,Basic,2023-11-10,,29.99
S392448,C000720,Basic,2022-12-24,,29.99
S322736,C000721,Pro,2023-08-12,,59.99
S734021,C000722,Pro,2024-03-16,2024-08-13,59.99
S256605,C000723,Enterprise,2022-10-15,,129.99
S938541,C000724,Enterprise,2022-02-25,,129.99
S447497,C000725,Enterprise,2022-07-03,,129.99
S444201,C000726,Pro,2022-11-22,2023-04-21,59.99
S458714,C000727,Pro,2024-08-04,,59.99
S160375,C000728,Basic,2022-02-05,2023-05-01,29.99
S696004,C000729,Pro,2022-11-07,2024-03-01,59.99
S752566,C000730,Enterprise,2024-06-04,,129.99
S677885,C000731,Basic,2024-05-13,,29.99
S130885,C000732,Basic,2024-10-08,,29.99
S972769,C000733,Basic,2023-12-20,,29.99
S398158,C000734,Pro,2023-06-10,,59.99
S806147,C000735,Basic,2023-12-20,,29.99
S911028,C000736,Basic,2023-06-29,,29.99
S859909,C000737,Pro,2022-02-02,,59.99
S234512,C000738,Basic,2022-06-22,,29.99
S590145,C000739,Pro,2023-04-26,,59.99
S313649,C000740,Pro,2023-02-28,,59.99
S861241,C000741,Basic,2024-01-12,,29.99
S135410,C000742,Enterprise,2023-10-25,,129.99
S413249,C000743,Pro,2022-11-27,,59.99
S941644,C000744,Enterprise,2023-03-18,2023-06-16,129.99
S317406,C000745,Pro,2022-06-20,,59.99
S154903,C000746,Enterprise,2023-02-19,,129.99
S936313,C000747,Basic,2023-12-30,,29.99
S744205,C000748,Basic,2024-10-23,,29.99
S754211,C000749,Pro,2022-07-17,,59.99
S241843,C000750,Enterprise,2023-06-19,2024-06-13,129.99
S188934,C000751,Enterprise,2022-02-02,,129.99
S139419,C000752,Enterprise,2023-12-28,,129.99
S929513,C000753,Enterprise,2024-10-31,,129.99
S238701,C000754,Enterprise,2024-12-03,2024-12-31,129.99
S119401,C000755,Pro,2024-06-20,,59.99
S555426,C000756,Enterprise,2024-10-26,,129.99
S895461,C000757,Pro,2024-08-17,,59.99
S275116,C000758,Pro,2024-03-11,,59.99
S540661,C000759,Pro,2024-01-04,,59.99
S696822,C000760,Basic,2023-05-24,,29.99
S550573,C000761,Basic,2024-02-14,,29.99
S357016,C000762,Basic,2022-02-14,2022-06-14,29.99
S300183,C000763,Enterprise,2024-01-07,,129.99
S765104,C000764,Enterprise,2024-02-13,2024-12-31,129.99
S934103,C000765,Pro,2023-05-20,,59.99
S864336,C000766,Pro,2024-07-16,,59.99
S701543,C000767,Basic,2022-05-18,,29.99
S430365,C000768,Pro,2022-10-06,,59.99
S777053,C000769,Enterprise,2024-10-16,,129.99
S648110,C000770,Enterprise,2022-10-29,2023-04-27,129.99
S832936,C000771,Basic,2023-05-08,,29.99
S884923,C000772,Enterprise,2024-05-03,2024-12-31,129.99
S667996,C000773,Enterprise,2022-04-03,,129.99
S983020,C000774,Enterprise,2023-01-10,,129.99
S370204,C000775,Enterprise,2024-03-21,2024-08-18,129.99
S840363,C000776,Enterprise,2023-03-17,,129.99
S136051,C000777,Enterprise,2024-08-09,,129.99
S750348,C000778,Enterprise,2024-03-23,,129.99
S428815,C000779,Pro,2024-12-26,,59.99
S395798,C000780,Basic,2022-05-17,,29.99
S939317,C000781,Enterprise,2024-04-29,,129.99
S249865,C000782,Enterprise,2022-04-24,,129.99
S557722,C000783,Pro,2024-05-05,,59.99
S233755,C000784,Pro,2024-05-10,,59.99
S333236,C000785,Basic,2024-06-06,,29.99
S499513,C000786,Enterprise,2022-07-26,,129.99
S205742,C000787,Basic,2022-11-15,,29.99
S674674,C000788,Basic,2022-07-25,,29.99
S659590,C000789,Enterprise,2022-09-19,,129.99
S445552,C000790,Enterprise,2023-11-23,2024-05-21,129.99
S689703,C000791,Enterprise,2022-04-15,,129.99
S363693,C000792,Pro,2024-04-29,,59.99
S833796,C000793,Basic,2024-11-11,,29.99
S558162,C000794,Basic,2022-08-05,2023-12-28,29.99
S271283,C000795,Enterprise,2022-05-27,,129.99
S302488,C000796,Basic,2022-07-27,,29.99
S837357,C000797,Enterprise,2022-08-11,,129.99
S414752,C000798,Pro,2023-02-24,,59.99
S767916,C000799,Basic,2023-06-14,,29.99
S517009,C000800,Basic,2024-09-09,,29.99
S167333,C000801,Enterprise,2023-11-30,2024-12-31,129.99
S625532,C000802,Enterprise,2023-01-15,,129.99
S235022,C000803,Enterprise,2022-04-01,,129.99
S651403,C000804,Basic,2024-12-15,,29.99
S780454,C000805,Enterprise,2024-12-03,,129.99
S445849,C000806,Pro,2022-10-28,,59.99
S989003,C000807,Enterprise,2022-10-21,,129.99
S506777,C000808,Pro,2023-01-13,,59.99
S831411,C000809,Enterprise,2024-12-11,2024-12-31,129.99
S309640,C000810,Basic,2022-08-01,,29.99
S367825,C000811,Enterprise,2023-10-08,,129.99
S520283,C000812,Enterprise,2024-02-14,2024-12-31,129.99
S883908,C000813,Pro,2024-03-22,,59.99
S662540,C000814,Enterprise,2022-07-30,,129.99
S125691,C000815,Pro,2023-11-27,,59.99
S640345,C000816,Enterprise,2024-01-06,,129.99
S565381,C000817,Pro,2023-05-04,,59.99
S302163,C000818,Enterprise,2024-01-22,2024-12-31,129.99
S353170,C000819,Enterprise,2023-08-10,,129.99
S751056,C000820,Basic,2022-02-21,,29.99
S514157,C000821,Pro,2022-06-26,2023-03-23,59.99
S980185,C000822,Basic,2023-07-12,,29.99
S701809,C000823,Enterprise,2024-06-26,,129.99
S187738,C000824,Basic,2024-08-10,,29.99
S238840,C000825,Pro,2023-01-23,,59.99
S539033,C000826,Basic,2024-03-12,,29.99
S434134,C000827,Pro,2023-01-12,,59.99
S817628,C000828,Enterprise,2023-11-16,,129.99
S391276,C000829,Enterprise,2023-12-24,,129.99
S797837,C000830,Pro,2024-07-14,,59.99
S438138,C000831,Enterprise,2024-01-07,,129.99
S617506,C000832,Pro,2022-10-30,2023-12-24,59.99
S367141,C000833,Pro,2022-11-14,2023-07-12,59.99
S387936,C000834,Pro,2023-07-24,,59.99
S154843,C000835,Basic,2023-12-04,,29.99
S568095,C000836,Pro,2023-09-01,,59.99
S925120,C000837,Pro,2022-05-09,,59.99
S656746,C000838,Pro,2023-04-10,,59.99
S816485,C000839,Basic,2023-05-16,,29.99
S534868,C000840,Basic,2024-12-24,2024-12-31,29.99
S367758,C000841,Pro,2023-08-03,,59.99
S283631,C000842,Pro,2023-01-23,2023-08-21,59.99
S417232,C000843,Pro,2024-09-25,,59.99
S410489,C000844,Pro,2022-01-27,2023-07-21,59.99
S940617,C000845,Basic,2022-02-06,,29.99
S660370,C000846,Basic,2023-08-21,2024-12-13,29.99
S637456,C000847,Pro,2022-08-26,,59.99
S433738,C000848,Basic,2024-03-23,,29.99
S143931,C000849,Pro,2023-10-29,,59.99
S120845,C000850,Enterprise,2022-07-28,2023-12-20,129.99
S303408,C000851,Basic,2022-11-17,,29.99
S949231,C000852,Basic,2024-12-14,2024-12-31,29.99
S322466,C000853,Pro,2022-05-26,,59.99
S163714,C000854,Enterprise,2024-08-24,2024-12-31,129.99
S936043,C000855,Basic,2023-12-06,,29.99
S666815,C000856,Enterprise,2023-11-12,2024-03-11,129.99
S660646,C000857,Enterprise,2024-01-16,,129.99
S738282,C000858,Basic,2022-01-23,,29.99
S322917,C000859,Pro,2023-11-06,2024-04-04,59.99
S706482,C000860,Pro,2023-11-01,,59.99
S907569,C000861,Basic,2023-04-07,,29.99
S169429,C000862,Pro,2024-04-03,,59.99
S725346,C000863,Enterprise,2022-09-27,,129.99
S985662,C000864,Pro,2023-02-03,,59.99
S610634,C000865,Enterprise,2023-12-25,,129.99
S452987,C000866,Basic,2024-01-03,2024-11-28,29.99
S381779,C000867,Basic,2024-11-03,,29.99
S480191,C000868,Basic,2024-12-06,,29.99
S383431,C000869,Pro,2024-12-19,,59.99
S413339,C000870,Enterprise,2024-06-13,,129.99
S144289,C000871,Pro,2022-02-13,,59.99
S471130,C000872,Pro,2023-06-24,,59.99
S824882,C000873,Pro,2022-03-26,,59.99
S700872,C000874,Pro,2023-01-29,2023-04-29,59.99
S700873,C000875,Pro,2023-05-07,2024-03-02,59.99
S119753,C000876,Pro,2022-05-03,,59.99
S968626,C000877,Pro,2023-11-09,,59.99
S247173,C000878,Enterprise,2024-07-26,2024-11-23,129.99
S101142,C000879,Enterprise,2022-08-26,,129.99
S746962,C000880,Basic,2025-01-07,,29.99
S254286,C000881,Pro,2024-07-30,,59.99
S940361,C000882,Enterprise,2022-07-31,2022-11-28,129.99
S470959,C000883,Basic,2023-02-27,,29.99
S899755,C000884,Enterprise,2024-12-22,,129.99
S740180,C000885,Basic,2022-02-25,2023-01-21,29.99
S300498,C000886,Basic,2022-11-18,,29.99
S142854,C000887,Pro,2023-04-05,,59.99
S797290,C000888,Basic,2023-07-17,2024-12-08,29.99
S399581,C000889,Pro,2023-12-21,,59.99
S582634,C000890,Enterprise,2022-12-10,,129.99
S483044,C000891,Pro,2024-06-16,,59.99
S423761,C000892,Basic,2023-10-24,,29.99
S546023,C000893,Basic,2024-01-15,,29.99
S820094,C000894,Enterprise,2022-08-30,,129.99
S266688,C000895,Enterprise,2023-02-22,,129.99
S625190,C000896,Basic,2023-12-09,,29.99
S859073,C000897,Enterprise,2024-04-18,,129.99
S924922,C000898,Basic,2023-05-27,2024-06-20,29.99
S830156,C000899,Enterprise,2023-07-18,2024-10-10,129.99
S389882,C000900,Enterprise,2022-06-27,,129.99
S266905,C000901,Basic,2023-03-09,2024-07-01,29.99
S903684,C000902,Basic,2022-04-26,,29.99
S550219,C000903,Basic,2023-08-17,,29.99
S774050,C000904,Basic,2023-12-07,,29.99
S675286,C000905,Pro,2024-06-25,,59.99
S752959,C000906,Pro,2024-03-16,,59.99
S581554,C000907,Pro,2023-07-11,,59.99
S603909,C000908,Pro,2022-06-24,,59.99
S641436,C000909,Pro,2024-05-04,,59.99
S990562,C000910,Basic,2022-07-27,,29.99
S833787,C000911,Pro,2022-02-13,,59.99
S522424,C000912,Basic,2024-10-20,,29.99
S719032,C000913,Basic,2022-11-11,,29.99
S773439,C000914,Basic,2024-05-05,,29.99
S489577,C000915,Enterprise,2024-07-18,,129.99
S655358,C000916,Basic,2023-09-20,,29.99
S667156,C000917,Basic,2022-06-03,,29.99
S409226,C000918,Enterprise,2023-02-27,,129.99
S500015,C000919,Basic,2023-07-12,,29.99
S456396,C000920,Pro,2024-10-11,,59.99
S534445,C000921,Enterprise,2024-03-11,,129.99
S722560,C000922,Enterprise,2024-03-24,,129.99
S540830,C000923,Basic,2022-06-26,,29.99
S240003,C000924,Basic,2023-05-27,,29.99
S330753,C000925,Pro,2022-09-03,2023-04-01,59.99
S224829,C000926,Enterprise,2023-06-15,,129.99
S627000,C000927,Pro,2023-04-21,,59.99
S258863,C000928,Enterprise,2024-06-10,,129.99
S594431,C000929,Basic,2023-09-07,,29.99
S137656,C000930,Enterprise,2022-06-30,2022-10-28,129.99
S935270,C000931,Enterprise,2023-05-15,,129.99
S963944,C000932,Pro,2022-01-20,,59.99
S938287,C000933,Pro,2023-11-15,,59.99
S158331,C000934,Enterprise,2022-03-04,2023-07-27,129.99
S679012,C000935,Enterprise,2023-01-28,,129.99
S568323,C000936,Pro,2024-01-20,2024-12-31,59.99
S837428,C000937,Enterprise,2024-10-07,,129.99
S541156,C000938,Pro,2022-03-08,2023-07-31,59.99
S429121,C000939,Pro,2024-12-24,,59.99
S650325,C000940,Basic,2024-09-30,,29.99
S671102,C000941,Basic,2022-09-11,,29.99
S818789,C000942,Enterprise,2023-09-01,,129.99
S574410,C000943,Basic,2023-03-11,,29.99
S585248,C000944,Enterprise,2023-04-06,,129.99
S711514,C000945,Enterprise,2024-03-07,2024-12-31,129.99
S731796,C000946,Basic,2024-05-02,2024-12-31,29.99
S709255,C000947,Basic,2023-11-21,,29.99
S634698,C000948,Pro,2023-05-07,,59.99
S846803,C000949,Enterprise,2023-10-20,,129.99
S275791,C000950,Enterprise,2022-10-15,,129.99
S676641,C000951,Pro,2024-10-25,,59.99
S376377,C000952,Basic,2022-08-05,,29.99
S564827,C000953,Enterprise,2024-10-11,,129.99
S650632,C000954,Pro,2022-11-21,,59.99
S263110,C000955,Basic,2023-05-14,,29.99
S602253,C000956,Basic,2023-10-28,,29.99
S349346,C000957,Pro,2024-04-12,2024-11-08,59.99
S289170,C000958,Enterprise,2024-03-03,2024-08-30,129.99
S762277,C000959,Basic,2023-09-11,,29.99
S762736,C000960,Enterprise,2024-05-10,2024-08-08,129.99
S192500,C000961,Pro,2023-01-06,,59.99
S946494,C000962,Enterprise,2023-06-01,,129.99
S262200,C000963,Enterprise,2023-05-09,,129.99
S927443,C000964,Enterprise,2024-04-25,,129.99
S774837,C000965,Enterprise,2023-03-06,,129.99
S787512,C000966,Pro,2024-12-03,,59.99
S904274,C000967,Basic,2023-12-05,,29.99
S947691,C000968,Basic,2023-12-25,,29.99
S967717,C000969,Basic,2024-07-23,,29.99
S521307,C000970,Pro,2023-05-24,,59.99
S897363,C000971,Pro,2023-07-21,,59.99
S224174,C000972,Enterprise,2022-01-22,,129.99
S714608,C000973,Basic,2022-08-10,,29.99
S917192,C000974,Basic,2023-05-13,2024-11-03,29.99
S681788,C000975,Basic,2024-07-20,,29.99
S680155,C000976,Basic,2024-07-23,,29.99
S334780,C000977,Enterprise,2022-08-17,2023-06-13,129.99
S840756,C000978,Pro,2023-08-07,,59.99
S990804,C000979,Enterprise,2022-05-21,,129.99
S418544,C000980,Pro,2023-09-14,,59.99
S576180,C000981,Enterprise,2022-04-17,,129.99
S146387,C000982,Basic,2023-10-04,2024-10-28,29.99
S582598,C000983,Pro,2022-06-20,2023-07-15,59.99
S533864,C000984,Enterprise,2022-03-11,,129.99
S865047,C000985,Enterprise,2022-10-29,,129.99
S454753,C000986,Basic,2023-02-02,,29.99
S567760,C000987,Pro,2022-02-27,,59.99
S563742,C000988,Basic,2024-08-05,2024-12-31,29.99
S206494,C000989,Basic,2024-01-27,,29.99
S944514,C000990,Basic,2024-05-17,,29.99
S328610,C000991,Enterprise,2023-10-26,,129.99
S445264,C000992,Basic,2023-02-01,,29.99
S144782,C000993,Pro,2022-10-21,,59.99
S904920,C000994,Enterprise,2023-05-29,,129.99
S474841,C000995,Pro,2024-11-02,2024-12-31,59.99
S198161,C000996,Basic,2022-07-31,,29.99
S641671,C000997,Enterprise,2023-02-01,2023-11-28,129.99
S962105,C000998,Pro,2024-01-26,,59.99
S146884,C000999,Pro,2024-08-09,,59.99
S209755,C001000,Pro,2024-11-14,2024-12-31,59.99
S166994,C001001,Basic,2023-06-15,,29.99
S606878,C001002,Pro,2023-04-07,,59.99
S835639,C001003,Basic,2024-07-16,,29.99
S259786,C001004,Basic,2024-11-05,,29.99
S931813,C001005,Basic,2022-09-02,,29.99
S151610,C001006,Pro,2022-10-30,,59.99
S661778,C001007,Basic,2024-10-04,,29.99
S440052,C001008,Pro,2023-02-15,,59.99
S512660,C001009,Enterprise,2024-11-23,,129.99
S178273,C001010,Enterprise,2023-07-27,,129.99
S711088,C001011,Enterprise,2023-09-19,,129.99
S572209,C001012,Enterprise,2022-08-11,,129.99
S249027,C001013,Enterprise,2023-05-22,2023-09-19,129.99
S417249,C001014,Basic,2023-02-07,,29.99
S474509,C001015,Enterprise,2024-08-01,,129.99
S376199,C001016,Pro,2023-10-04,2024-09-28,59.99
S702412,C001017,Pro,2022-07-29,,59.99
S898262,C001018,Pro,2023-01-31,,59.99
S860877,C001019,Basic,2023-06-26,2024-10-18,29.99
S953963,C001020,Pro,2022-09-04,,59.99
S552991,C001021,Basic,2022-08-15,,29.99
S742940,C001022,Basic,2022-02-10,,29.99
S329249,C001023,Pro,2024-08-03,,59.99
S794057,C001024,Pro,2022-05-25,,59.99
S224806,C001025,Basic,2023-06-24,,29.99
S622420,C001026,Pro,2023-06-16,,59.99
S840733,C001027,Pro,2024-08-01,,59.99
S837464,C001028,Basic,2022-08-24,,29.99
S794730,C001029,Enterprise,2024-03-18,,129.99
S633771,C001030,Pro,2023-12-15,2024-06-12,59.99
S911622,C001031,Pro,2022-12-10,,59.99
S243345,C001032,Enterprise,2022-03-27,2022-07-25,129.99
S447526,C001033,Enterprise,2024-03-26,2024-08-23,129.99
